areaCode,areaName,areaType,date,cumVaccinationFirstDoseUptakeByVaccinationDatePercentage,cumVaccinationSecondDoseUptakeByVaccinationDatePercentage,cumVaccinationThirdInjectionUptakeByVaccinationDatePercentage
S12000049,Glasgow City,utla,2020-12-22,1.2,,
S12000049,Glasgow City,utla,2020-12-21,1.0,,
S12000049,Glasgow City,utla,2020-12-20,0.9,,
S12000049,Glasgow City,utla,2020-12-19,0.9,,
S12000049,Glasgow City,utla,2020-12-18,0.8,,
S12000049,Glasgow City,utla,2020-12-17,0.7,,
S12000049,Glasgow City,utla,2020-12-16,0.6,,
S12000049,Glasgow City,utla,2020-12-15,0.4,,
S12000049,Glasgow City,utla,2020-12-14,0.3,,
S12000049,Glasgow City,utla,2020-12-13,0.2,,
S12000049,Glasgow City,utla,2020-12-12,0.2,,
S12000049,Glasgow City,utla,2020-12-11,0.2,,
S12000049,Glasgow City,utla,2020-12-10,0.1,,
