areaCode,areaName,areaType,date,cumCasesByPublishDate,cumDeaths28DaysByPublishDate,hospitalCases,newCasesByPublishDate,newDeaths28DaysByPublishDate
W06000015,Cardiff,utla,2020-08-19,2359,,,7,
W06000015,Cardiff,utla,2020-08-18,2352,,,2,
W06000015,Cardiff,utla,2020-08-17,2350,,,2,
W06000015,Cardiff,utla,2020-08-16,2348,,,4,
W06000015,Cardiff,utla,2020-08-15,2344,,,4,
W06000015,Cardiff,utla,2020-08-14,2340,,,3,
W06000015,Cardiff,utla,2020-08-13,2337,,,1,
W06000015,Cardiff,utla,2020-08-12,2336,,,0,
W06000015,Cardiff,utla,2020-08-11,2336,,,0,
W06000015,Cardiff,utla,2020-08-10,2336,,,1,
W06000015,Cardiff,utla,2020-08-09,2335,,,7,
W06000015,Cardiff,utla,2020-08-08,2328,,,3,
W06000015,Cardiff,utla,2020-08-07,2325,,,2,
W06000015,Cardiff,utla,2020-08-06,2323,,,0,
W06000015,Cardiff,utla,2020-08-05,2323,,,1,
W06000015,Cardiff,utla,2020-08-04,2322,,,1,
W06000015,Cardiff,utla,2020-08-03,2321,,,2,
W06000015,Cardiff,utla,2020-08-02,2319,,,2,
W06000015,Cardiff,utla,2020-08-01,2317,,,0,
W06000015,Cardiff,utla,2020-07-31,2317,,,0,
W06000015,Cardiff,utla,2020-07-30,2317,,,1,
W06000015,Cardiff,utla,2020-07-29,2316,,,0,
W06000015,Cardiff,utla,2020-07-28,2316,,,1,
W06000015,Cardiff,utla,2020-07-27,2315,,,2,
W06000015,Cardiff,utla,2020-07-26,2313,,,1,
W06000015,Cardiff,utla,2020-07-25,2312,,,4,
W06000015,Cardiff,utla,2020-07-24,2308,,,5,
W06000015,Cardiff,utla,2020-07-23,2303,,,2,
W06000015,Cardiff,utla,2020-07-22,2301,,,0,
W06000015,Cardiff,utla,2020-07-21,2301,,,2,
W06000015,Cardiff,utla,2020-07-20,2299,,,0,
W06000015,Cardiff,utla,2020-07-19,2299,,,1,
W06000015,Cardiff,utla,2020-07-18,2298,,,1,
W06000015,Cardiff,utla,2020-07-17,2297,,,3,
W06000015,Cardiff,utla,2020-07-16,2294,,,1,
W06000015,Cardiff,utla,2020-07-15,2293,,,0,
W06000015,Cardiff,utla,2020-07-14,2293,,,38,
W06000015,Cardiff,utla,2020-07-13,2255,,,0,
W06000015,Cardiff,utla,2020-07-12,2255,,,0,
W06000015,Cardiff,utla,2020-07-11,2255,,,0,
W06000015,Cardiff,utla,2020-07-10,2255,,,1,
W06000015,Cardiff,utla,2020-07-09,2254,,,1,
W06000015,Cardiff,utla,2020-07-08,2253,,,1,
W06000015,Cardiff,utla,2020-07-07,2252,,,1,
W06000015,Cardiff,utla,2020-07-06,2251,,,1,
W06000015,Cardiff,utla,2020-07-05,2250,,,1,
W06000015,Cardiff,utla,2020-07-04,2249,,,1,
W06000015,Cardiff,utla,2020-07-03,2248,,,1,
W06000015,Cardiff,utla,2020-07-02,2247,,,3,
W06000015,Cardiff,utla,2020-07-01,2244,,,10,
W06000015,Cardiff,utla,2020-06-30,2234,,,3,
W06000015,Cardiff,utla,2020-06-29,2231,,,1,
W06000015,Cardiff,utla,2020-06-28,2230,,,4,
W06000015,Cardiff,utla,2020-06-27,2226,,,1,
W06000015,Cardiff,utla,2020-06-26,2225,,,2,
W06000015,Cardiff,utla,2020-06-25,2223,,,10,
W06000015,Cardiff,utla,2020-06-24,2213,,,2,
W06000015,Cardiff,utla,2020-06-23,2211,,,7,
W06000015,Cardiff,utla,2020-06-22,2204,,,7,
W06000015,Cardiff,utla,2020-06-21,2197,,,3,
W06000015,Cardiff,utla,2020-06-20,2194,,,0,
W06000015,Cardiff,utla,2020-06-19,2194,,,1,
W06000015,Cardiff,utla,2020-06-18,2193,,,5,
W06000015,Cardiff,utla,2020-06-17,2188,,,2,
W06000015,Cardiff,utla,2020-06-16,2186,,,9,
W06000015,Cardiff,utla,2020-06-15,2177,,,3,
W06000015,Cardiff,utla,2020-06-14,2174,,,0,
W06000015,Cardiff,utla,2020-06-13,2174,,,3,
W06000015,Cardiff,utla,2020-06-12,2171,,,26,
W06000015,Cardiff,utla,2020-06-11,2145,,,0,
W06000015,Cardiff,utla,2020-06-10,2145,,,5,
W06000015,Cardiff,utla,2020-06-09,2140,,,6,
W06000015,Cardiff,utla,2020-06-08,2134,,,10,
W06000015,Cardiff,utla,2020-06-07,2124,,,7,
W06000015,Cardiff,utla,2020-06-06,2117,,,9,
W06000015,Cardiff,utla,2020-06-05,2108,,,11,
W06000015,Cardiff,utla,2020-06-04,2097,,,10,
W06000015,Cardiff,utla,2020-06-03,2087,,,7,
W06000015,Cardiff,utla,2020-06-02,2080,,,8,
W06000015,Cardiff,utla,2020-06-01,2072,,,7,
W06000015,Cardiff,utla,2020-05-31,2065,,,18,
W06000015,Cardiff,utla,2020-05-30,2047,,,11,
W06000015,Cardiff,utla,2020-05-29,2036,,,8,
W06000015,Cardiff,utla,2020-05-28,2028,,,,
