areaCode,areaName,areaType,date,cumVaccinationFirstDoseUptakeByVaccinationDatePercentage,cumVaccinationSecondDoseUptakeByVaccinationDatePercentage,cumVaccinationThirdInjectionUptakeByVaccinationDatePercentage
E06000023,"Bristol, City of",utla,2021-08-10,70.3,53.2,
E06000023,"Bristol, City of",utla,2021-08-09,70.3,52.8,
E06000023,"Bristol, City of",utla,2021-08-08,70.2,52.5,
E06000023,"Bristol, City of",utla,2021-08-07,70.2,52.4,
E06000023,"Bristol, City of",utla,2021-08-06,70.1,51.5,
E06000023,"Bristol, City of",utla,2021-08-05,70.1,51.0,
E06000023,"Bristol, City of",utla,2021-08-04,70.0,50.7,
E06000023,"Bristol, City of",utla,2021-08-03,70.0,50.4,
E06000023,"Bristol, City of",utla,2021-08-02,69.9,50.1,
E06000023,"Bristol, City of",utla,2021-08-01,69.9,49.9,
E06000023,"Bristol, City of",utla,2021-07-31,69.8,49.7,
E06000023,"Bristol, City of",utla,2021-07-30,69.7,49.0,
E06000023,"Bristol, City of",utla,2021-07-29,69.7,48.7,
E06000023,"Bristol, City of",utla,2021-07-28,69.6,48.4,
E06000023,"Bristol, City of",utla,2021-07-27,69.5,48.1,
E06000023,"Bristol, City of",utla,2021-07-26,69.4,47.8,
E06000023,"Bristol, City of",utla,2021-07-25,69.3,47.5,
E06000023,"Bristol, City of",utla,2021-07-24,69.3,47.3,
E06000023,"Bristol, City of",utla,2021-07-23,69.1,47.0,
E06000023,"Bristol, City of",utla,2021-07-22,69.1,46.6,
E06000023,"Bristol, City of",utla,2021-07-21,69.0,46.4,
E06000023,"Bristol, City of",utla,2021-07-20,68.9,46.1,
E06000023,"Bristol, City of",utla,2021-07-19,68.7,45.7,
E06000023,"Bristol, City of",utla,2021-07-18,68.6,45.6,
E06000023,"Bristol, City of",utla,2021-07-17,68.6,45.5,
E06000023,"Bristol, City of",utla,2021-07-16,68.4,44.9,
E06000023,"Bristol, City of",utla,2021-07-15,68.2,44.6,
E06000023,"Bristol, City of",utla,2021-07-14,68.1,44.4,
E06000023,"Bristol, City of",utla,2021-07-13,67.9,44.0,
E06000023,"Bristol, City of",utla,2021-07-12,67.7,43.8,
E06000023,"Bristol, City of",utla,2021-07-11,67.6,43.6,
E06000023,"Bristol, City of",utla,2021-07-10,67.5,43.6,
E06000023,"Bristol, City of",utla,2021-07-09,67.2,43.0,
E06000023,"Bristol, City of",utla,2021-07-08,67.1,42.8,
E06000023,"Bristol, City of",utla,2021-07-07,66.8,42.6,
E06000023,"Bristol, City of",utla,2021-07-06,66.6,42.4,
E06000023,"Bristol, City of",utla,2021-07-05,66.4,42.2,
E06000023,"Bristol, City of",utla,2021-07-04,66.1,42.0,
E06000023,"Bristol, City of",utla,2021-07-03,66.0,41.9,
E06000023,"Bristol, City of",utla,2021-07-02,65.6,41.5,
E06000023,"Bristol, City of",utla,2021-07-01,65.4,41.1,
E06000023,"Bristol, City of",utla,2021-06-30,65.1,41.0,
E06000023,"Bristol, City of",utla,2021-06-29,64.7,40.7,
E06000023,"Bristol, City of",utla,2021-06-28,64.4,40.5,
E06000023,"Bristol, City of",utla,2021-06-27,64.0,40.4,
E06000023,"Bristol, City of",utla,2021-06-26,63.5,40.3,
E06000023,"Bristol, City of",utla,2021-06-25,62.5,40.1,
E06000023,"Bristol, City of",utla,2021-06-24,61.9,40.0,
E06000023,"Bristol, City of",utla,2021-06-23,61.3,39.9,
E06000023,"Bristol, City of",utla,2021-06-22,60.7,39.7,
E06000023,"Bristol, City of",utla,2021-06-21,60.2,39.5,
E06000023,"Bristol, City of",utla,2021-06-20,59.8,39.4,
E06000023,"Bristol, City of",utla,2021-06-19,59.6,39.4,
E06000023,"Bristol, City of",utla,2021-06-18,59.0,39.0,
E06000023,"Bristol, City of",utla,2021-06-17,58.2,38.8,
E06000023,"Bristol, City of",utla,2021-06-16,57.6,38.6,
E06000023,"Bristol, City of",utla,2021-06-15,57.0,38.4,
E06000023,"Bristol, City of",utla,2021-06-14,56.6,38.2,
E06000023,"Bristol, City of",utla,2021-06-13,56.2,38.0,
E06000023,"Bristol, City of",utla,2021-06-12,55.9,37.9,
