areaCode,areaName,areaType,date,cumVaccinationFirstDoseUptakeByVaccinationDatePercentage,cumVaccinationSecondDoseUptakeByVaccinationDatePercentage,cumVaccinationThirdInjectionUptakeByVaccinationDatePercentage
E08000025,Birmingham,utla,2021-08-12,58.9,47.7,
E08000025,Birmingham,utla,2021-08-11,58.8,47.4,
E08000025,Birmingham,utla,2021-08-10,58.7,47.2,
E08000025,Birmingham,utla,2021-08-09,58.7,47.0,
E08000025,Birmingham,utla,2021-08-08,58.6,46.9,
E08000025,Birmingham,utla,2021-08-07,58.6,46.7,
E08000025,Birmingham,utla,2021-08-06,58.5,46.4,
E08000025,Birmingham,utla,2021-08-05,58.4,46.2,
E08000025,Birmingham,utla,2021-08-04,58.3,46.0,
E08000025,Birmingham,utla,2021-08-03,58.3,45.7,
E08000025,Birmingham,utla,2021-08-02,58.2,45.6,
E08000025,Birmingham,utla,2021-08-01,58.1,45.4,
E08000025,Birmingham,utla,2021-07-31,58.1,45.3,
E08000025,Birmingham,utla,2021-07-30,58.0,45.0,
E08000025,Birmingham,utla,2021-07-29,57.9,44.8,
E08000025,Birmingham,utla,2021-07-28,57.9,44.6,
E08000025,Birmingham,utla,2021-07-27,57.8,44.4,
E08000025,Birmingham,utla,2021-07-26,57.7,44.2,
E08000025,Birmingham,utla,2021-07-25,57.7,44.0,
E08000025,Birmingham,utla,2021-07-24,57.6,43.9,
E08000025,Birmingham,utla,2021-07-23,57.6,43.6,
E08000025,Birmingham,utla,2021-07-22,57.5,43.4,
E08000025,Birmingham,utla,2021-07-21,57.4,43.1,
E08000025,Birmingham,utla,2021-07-20,57.4,42.9,
E08000025,Birmingham,utla,2021-07-19,57.3,42.7,
E08000025,Birmingham,utla,2021-07-18,57.3,42.6,
E08000025,Birmingham,utla,2021-07-17,57.2,42.4,
E08000025,Birmingham,utla,2021-07-16,57.1,42.2,
E08000025,Birmingham,utla,2021-07-15,57.0,42.0,
E08000025,Birmingham,utla,2021-07-14,56.9,41.7,
E08000025,Birmingham,utla,2021-07-13,56.9,41.5,
E08000025,Birmingham,utla,2021-07-12,56.8,41.4,
E08000025,Birmingham,utla,2021-07-11,56.7,41.3,
E08000025,Birmingham,utla,2021-07-10,56.6,41.2,
E08000025,Birmingham,utla,2021-07-09,56.5,41.0,
E08000025,Birmingham,utla,2021-07-08,56.4,40.8,
E08000025,Birmingham,utla,2021-07-07,56.2,40.6,
E08000025,Birmingham,utla,2021-07-06,56.1,40.5,
E08000025,Birmingham,utla,2021-07-05,56.0,40.3,
E08000025,Birmingham,utla,2021-07-04,55.9,40.2,
E08000025,Birmingham,utla,2021-07-03,55.9,40.0,
E08000025,Birmingham,utla,2021-07-02,55.7,39.8,
E08000025,Birmingham,utla,2021-07-01,55.5,39.6,
E08000025,Birmingham,utla,2021-06-30,55.4,39.4,
E08000025,Birmingham,utla,2021-06-29,55.2,39.3,
E08000025,Birmingham,utla,2021-06-28,55.0,39.1,
E08000025,Birmingham,utla,2021-06-27,54.8,39.0,
E08000025,Birmingham,utla,2021-06-26,54.7,38.8,
E08000025,Birmingham,utla,2021-06-25,54.3,38.5,
E08000025,Birmingham,utla,2021-06-24,54.0,38.3,
E08000025,Birmingham,utla,2021-06-23,53.7,38.1,
E08000025,Birmingham,utla,2021-06-22,53.4,38.0,
E08000025,Birmingham,utla,2021-06-21,53.1,37.8,
E08000025,Birmingham,utla,2021-06-20,52.8,37.7,
E08000025,Birmingham,utla,2021-06-19,52.6,37.6,
E08000025,Birmingham,utla,2021-06-18,52.2,37.2,
E08000025,Birmingham,utla,2021-06-17,51.8,36.9,
E08000025,Birmingham,utla,2021-06-16,51.4,36.7,
E08000025,Birmingham,utla,2021-06-15,51.0,36.4,
E08000025,Birmingham,utla,2021-06-14,50.7,36.0,
E08000025,Birmingham,utla,2021-06-13,50.5,35.9,
E08000025,Birmingham,utla,2021-06-12,50.3,35.6,
E08000025,Birmingham,utla,2021-06-11,49.9,35.1,
E08000025,Birmingham,utla,2021-06-10,49.7,34.7,
E08000025,Birmingham,utla,2021-06-09,49.3,34.2,
E08000025,Birmingham,utla,2021-06-08,49.0,34.0,
E08000025,Birmingham,utla,2021-06-07,48.8,33.7,
E08000025,Birmingham,utla,2021-06-06,48.6,33.4,
E08000025,Birmingham,utla,2021-06-05,48.5,33.1,
E08000025,Birmingham,utla,2021-06-04,48.2,32.3,
E08000025,Birmingham,utla,2021-06-03,48.0,31.8,
E08000025,Birmingham,utla,2021-06-02,47.7,31.4,
